Customer_No,Campaign_ID,Treatment,Response,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20
168,1,1,0,0.19,0.40,0.12,0.38,0.78,0.38,0,0.60,0.22,1,0.31,0.31,0.91,0.27,0.25,0.07,0.98,0.58,0.96,1
169,1,1,0,0.42,0.34,0.78,0.32,0.38,0.07,0,0.15,0.38,1,0.04,0.40,0.21,0.37,0.42,0.16,0.58,0.57,0.95,1
170,1,0,0,0.97,0.25,0.13,0.09,0.58,0.90,1,0.38,0.46,1,0.36,0.15,0.89,0.85,0.60,0.63,0.18,0.14,0.80,0
171,1,1,1,0.15,0.39,0.77,0.39,0.35,0.28,1,0.82,0.50,0,0.69,0.65,0.23,0.76,0.15,0.79,0.05,0.06,0.04,1
172,1,1,0,0.66,0.54,0.96,0.69,0.30,0.88,0,0.69,0.37,1,1.00,0.50,0.88,0.15,0.21,0.06,0.57,0.84,0.83,0
173,1,1,0,0.51,0.86,0.02,0.50,0.44,0.06,0,0.00,0.03,0,0.82,0.57,0.31,0.74,0.39,0.50,0.12,0.26,0.21,0
174,1,1,0,0.77,0.60,0.92,0.69,0.31,0.91,0,0.90,0.41,1,0.82,0.17,0.39,0.36,0.45,0.85,0.18,0.39,0.95,0
175,1,0,0,0.64,0.11,0.85,0.22,0.67,0.20,1,0.73,0.18,0,0.13,0.61,0.88,0.27,0.47,0.33,0.58,0.95,0.79,0
176,1,1,1,0.99,0.48,0.68,0.57,0.45,0.59,0,0.69,0.29,1,0.88,0.99,0.36,0.61,0.32,0.31,0.15,0.54,0.14,1
177,1,1,0,0.78,0.24,0.49,0.54,0.35,0.52,0,0.77,0.38,1,0.16,0.36,0.90,0.99,0.64,0.37,0.10,0.10,0.17,0
178,1,1,0,0.30,0.17,0.02,0.31,0.71,0.87,1,0.64,0.51,1,0.16,0.04,0.29,0.20,0.36,0.38,0.17,0.97,0.06,0
179,1,0,0,0.78,0.24,0.52,0.49,0.62,0.78,0,0.26,0.52,0,0.36,0.19,0.59,0.00,0.36,0.12,0.14,0.73,0.38,1
180,1,1,0,0.71,0.19,0.78,0.33,0.75,0.97,1,0.59,0.33,1,0.89,0.22,0.83,0.42,0.23,0.60,0.32,0.58,0.63,0
181,1,0,0,0.16,0.15,0.66,0.19,0.53,0.63,1,0.80,0.57,0,0.66,0.91,0.03,0.51,0.31,0.69,0.88,0.60,0.31,0
182,1,1,0,0.26,0.22,0.27,0.44,0.66,0.96,0,0.82,0.60,0,0.83,0.55,0.53,0.69,0.31,0.69,0.70,0.35,0.27,0
183,1,0,0,0.96,0.09,0.54,0.14,0.57,0.68,1,0.86,0.73,0,0.30,0.60,0.60,0.14,0.22,0.41,0.32,0.48,0.39,0
184,1,1,0,0.58,0.26,0.62,0.47,0.58,0.07,0,0.34,0.34,0,0.24,0.88,0.51,0.03,0.16,0.17,0.15,0.09,0.75,0
185,1,1,0,0.69,0.98,0.82,0.26,0.59,0.70,1,1.00,0.42,0,0.54,0.29,0.02,0.11,0.44,0.03,0.65,0.66,0.00,0
186,1,1,0,0.10,0.84,0.97,0.30,0.49,0.11,0,0.90,0.68,1,0.06,0.92,0.82,0.86,0.52,0.34,0.83,0.93,0.27,0
187,1,1,0,0.99,0.47,0.24,0.37,0.41,0.45,0,0.78,0.78,0,0.58,0.42,0.66,0.95,0.44,0.05,0.01,0.00,0.15,1
188,1,1,0,0.21,0.40,0.58,0.29,0.42,0.67,1,0.20,0.13,1,0.99,0.25,0.90,0.94,0.61,0.97,0.21,0.46,0.11,0
189,1,1,1,0.77,0.05,0.42,0.51,0.51,0.67,1,0.99,0.51,1,0.34,0.66,0.25,0.25,0.44,0.13,0.33,0.69,0.13,1
190,1,1,0,0.26,0.03,0.01,0.13,0.53,0.65,1,0.16,0.30,1,0.66,0.11,0.26,0.32,0.32,0.84,0.28,0.38,0.76,0
191,1,1,0,0.19,0.58,0.06,0.05,0.52,0.54,0,0.95,0.09,0,0.75,0.92,0.91,0.64,0.12,0.59,0.98,0.73,0.82,0
192,1,1,1,0.28,0.09,0.03,0.49,0.52,0.42,0,0.12,0.31,1,0.67,0.83,0.25,0.33,0.44,0.11,0.51,0.02,0.18,0
193,1,1,0,0.75,0.09,0.64,0.50,0.33,0.33,0,0.71,0.49,1,0.39,0.83,0.51,0.97,0.54,0.34,0.52,0.19,0.28,1
194,1,1,0,0.53,0.75,0.28,0.41,0.54,0.35,0,0.66,0.26,1,0.66,0.47,0.48,0.19,0.38,0.41,0.00,0.83,0.92,1
195,1,1,0,0.63,0.06,0.73,0.14,0.66,0.34,1,0.87,0.73,1,0.90,0.95,0.18,0.83,0.40,0.57,0.39,0.08,0.95,1
196,1,1,0,0.02,0.55,0.24,0.10,0.59,0.66,1,0.21,0.33,1,0.02,0.09,0.95,0.27,0.25,0.30,0.21,0.97,0.28,0
197,1,1,0,0.74,0.75,0.26,0.30,0.78,0.10,0,0.53,0.23,1,0.81,0.13,0.73,0.63,0.30,0.39,0.17,0.88,0.14,1
198,1,1,0,0.64,0.10,0.20,0.07,0.92,0.57,1,0.41,0.45,1,0.84,0.60,0.94,0.14,0.31,0.12,0.79,0.50,0.75,0
199,1,1,0,0.20,0.07,0.39,0.28,0.50,0.03,0,0.18,0.17,0,0.78,0.02,0.73,0.05,0.12,0.25,0.89,0.40,0.10,1
200,1,1,0,0.21,0.60,0.79,0.63,0.50,0.84,1,0.28,0.32,0,0.12,0.58,0.87,0.25,0.23,0.42,0.93,0.60,0.15,1
201,1,1,0,0.27,0.47,0.22,0.25,0.40,0.58,1,0.00,0.34,0,0.41,0.15,0.18,0.15,0.09,0.22,0.06,0.25,0.20,1
202,1,1,0,0.87,0.61,0.99,0.51,0.26,0.36,1,0.96,0.36,0,0.08,0.60,0.22,0.85,0.82,0.98,0.07,0.27,0.41,0
203,1,0,0,0.46,0.41,0.71,0.19,0.86,0.38,0,0.59,0.51,1,0.25,0.94,0.22,0.02,0.40,0.16,0.79,0.82,0.13,0
204,1,1,0,0.58,0.11,0.78,0.70,0.51,1.00,0,0.59,0.56,1,0.59,0.34,0.30,0.25,0.38,0.52,0.57,0.70,0.33,0
205,1,1,0,0.10,0.56,0.21,0.30,0.77,0.00,1,0.64,0.46,1,0.50,0.47,0.56,0.97,0.83,0.47,0.34,0.69,0.37,1
206,1,1,0,0.03,0.98,0.30,0.44,0.57,0.56,0,0.77,0.63,1,0.25,0.08,0.18,0.77,0.34,0.88,0.77,0.29,0.44,1
207,1,1,0,0.03,0.54,0.10,0.29,0.60,0.07,1,0.67,0.40,0,0.67,0.45,0.60,0.32,0.48,0.23,0.08,0.07,0.56,1
208,1,1,0,0.88,0.55,0.27,0.14,0.48,0.38,0,0.05,0.21,1,0.72,0.18,0.73,0.83,0.53,0.29,0.23,0.46,0.51,0
209,1,1,0,0.56,0.29,0.96,0.86,0.20,0.95,1,0.18,0.34,0,0.31,0.24,0.98,0.69,0.13,0.66,0.42,0.05,0.87,0
210,1,0,0,0.81,0.12,0.27,0.31,0.70,0.52,0,0.93,0.66,0,0.07,0.67,0.21,0.66,0.53,0.40,0.09,0.78,0.29,1
211,1,1,0,0.82,0.49,0.29,0.21,0.73,0.01,1,0.63,0.39,1,0.80,0.02,0.32,0.91,0.71,0.15,0.23,0.19,0.03,1
212,1,0,0,0.18,0.63,0.27,0.06,0.71,0.24,1,0.07,0.27,0,0.77,0.91,0.83,0.58,0.30,0.50,0.89,0.63,0.33,1
213,1,1,0,0.08,0.39,0.72,0.64,0.51,0.57,1,0.02,0.38,0,0.96,0.55,0.75,0.72,0.60,0.95,1.00,0.26,0.36,0
214,1,1,0,0.13,0.21,0.71,0.72,0.37,0.99,0,0.77,0.21,0,0.31,0.90,0.87,0.64,0.50,0.35,0.19,0.38,0.93,1
215,1,1,1,0.15,0.71,0.83,0.40,0.74,0.78,1,0.98,0.62,0,0.80,0.57,0.76,0.57,0.49,0.51,0.26,0.59,0.86,0
216,1,1,0,0.67,0.78,0.10,0.07,0.55,0.16,1,0.26,0.30,0,0.84,0.52,0.83,0.53,0.40,0.95,0.43,0.86,0.73,0
217,1,0,0,0.06,0.59,0.72,0.60,0.65,0.89,1,0.33,0.42,0,0.04,0.86,0.83,0.03,0.26,0.52,0.47,0.86,0.18,0
218,1,0,0,0.06,0.41,0.82,0.45,0.53,0.17,1,0.73,0.28,0,0.42,0.96,0.80,0.45,0.34,0.21,0.94,0.24,0.43,0
219,1,0,0,0.41,0.24,0.08,0.46,0.50,0.52,0,0.84,0.32,0,0.69,0.00,0.83,0.53,0.51,0.11,0.81,0.17,0.61,0
220,1,1,0,0.74,0.44,0.83,0.26,0.57,0.00,0,0.86,0.51,0,0.75,0.97,0.44,0.01,0.13,0.12,0.39,0.87,0.82,0
221,1,1,0,0.65,0.34,0.57,0.43,0.45,0.23,0,0.46,0.09,1,0.30,0.90,0.37,0.26,0.13,0.03,0.95,0.92,0.48,0
222,1,1,1,0.82,0.86,0.96,0.50,0.32,0.64,1,0.63,0.70,0,0.22,0.68,0.25,0.21,0.51,0.95,0.59,0.89,0.40,0
223,1,1,0,0.54,0.68,0.45,0.44,0.73,0.63,0,0.70,0.48,0,0.37,0.07,0.48,0.23,0.34,0.53,0.87,0.39,0.76,1
224,1,1,1,0.66,0.93,0.74,0.56,0.54,0.26,0,0.13,0.03,0,0.66,0.63,0.49,0.03,0.30,0.35,0.81,0.69,0.25,1
225,1,1,0,0.31,0.43,0.87,0.52,0.54,0.58,0,0.72,0.18,0,0.18,0.03,0.95,0.47,0.56,0.13,0.27,0.19,0.74,0
226,1,0,0,0.61,0.75,0.88,0.52,0.55,0.72,0,0.19,0.34,0,0.12,0.70,0.69,0.19,0.04,0.29,0.80,0.80,0.25,0
227,1,0,0,0.11,0.96,0.53,0.21,0.85,0.63,1,0.57,0.37,0,0.28,0.93,0.42,0.19,0.17,0.08,0.51,0.03,0.01,0
228,1,0,0,0.73,0.32,0.43,0.20,0.71,0.43,1,0.42,0.40,1,0.72,0.50,0.26,0.84,0.64,0.81,0.90,0.88,0.40,0
229,1,1,0,0.38,0.28,0.38,0.34,0.69,0.98,1,0.49,0.20,1,0.75,0.71,0.59,0.02,0.27,0.38,0.26,0.88,0.10,0
230,1,0,0,0.61,0.22,0.87,0.31,0.41,0.31,0,0.57,0.23,1,0.33,0.14,0.47,0.75,0.37,0.96,0.53,0.06,0.40,1
231,1,0,0,0.97,0.56,0.60,0.41,0.69,0.49,0,0.76,0.60,1,0.27,0.07,0.97,0.08,0.06,1.00,0.81,0.95,0.82,1
232,1,1,0,0.72,0.15,0.46,0.47,0.59,0.92,0,0.91,0.23,0,0.38,0.90,0.10,0.96,0.15,0.02,0.30,0.64,0.78,1
233,1,1,0,0.02,0.01,0.58,0.37,0.76,0.60,0,0.42,0.45,1,0.73,0.48,0.15,0.35,0.26,0.66,0.09,0.39,0.44,1
234,1,1,0,0.57,0.83,0.16,0.09,0.48,0.20,1,0.73,0.30,1,0.96,0.78,0.83,0.79,0.53,0.84,0.97,0.09,0.60,1
235,1,1,0,0.79,0.99,0.66,0.55,0.60,0.87,0,0.42,0.67,1,0.24,0.86,0.49,0.96,0.79,0.49,0.63,0.25,0.28,1
236,1,1,0,0.79,0.55,0.93,0.44,0.47,0.55,0,0.35,0.24,0,0.59,0.07,0.23,0.74,0.59,0.44,0.58,0.40,0.88,1
237,1,1,0,0.36,0.78,0.29,0.14,0.65,0.09,1,0.86,0.33,0,0.83,0.02,0.04,0.34,0.28,0.32,0.81,0.77,0.54,0
238,1,1,0,0.38,0.29,0.92,0.46,0.59,0.22,1,0.72,0.47,0,0.31,0.56,0.37,0.60,0.46,0.04,0.53,0.38,0.23,0
239,1,1,0,0.25,0.05,0.73,0.39,0.55,0.75,0,0.59,0.23,1,0.59,0.04,0.85,0.84,0.11,0.63,0.22,0.81,0.13,0
240,1,1,0,0.23,0.96,0.58,0.31,0.67,0.03,1,0.63,0.52,1,0.18,0.51,0.91,0.79,0.21,0.06,0.04,0.14,0.38,0
241,1,0,0,0.47,0.66,0.60,0.52,0.30,0.90,0,0.84,0.55,0,1.00,0.97,0.56,0.97,0.80,0.87,0.61,0.84,0.16,1
242,1,1,0,0.63,0.46,0.46,0.15,0.87,0.82,0,0.50,0.46,0,0.77,0.92,0.97,0.83,0.79,0.57,0.89,0.68,0.41,0
243,1,1,1,0.54,0.02,0.99,0.67,0.21,0.28,0,0.96,0.30,0,0.78,0.22,0.81,0.37,0.47,0.12,0.67,0.50,0.94,0
244,1,1,0,0.62,0.64,0.84,0.36,0.34,0.18,0,0.76,0.57,1,0.63,0.77,0.20,0.45,0.45,0.42,0.14,0.62,0.36,0
245,1,0,0,0.95,0.88,0.31,0.47,0.59,0.19,0,0.77,0.82,0,0.00,0.39,0.09,0.31,0.54,0.82,0.33,0.52,0.25,1
246,1,1,0,0.82,0.20,0.46,0.31,0.41,0.09,1,0.62,0.17,1,0.04,0.29,0.55,0.47,0.39,0.64,0.94,0.46,0.49,0
247,1,1,0,0.65,0.26,0.33,0.31,0.84,0.71,0,0.93,0.84,0,0.27,0.11,0.33,0.73,0.18,0.89,0.22,0.90,0.91,0
248,1,1,1,0.26,0.68,0.11,0.48,0.32,0.33,0,0.65,0.07,1,0.79,0.60,0.17,0.04,0.38,0.39,0.63,0.54,0.51,0
249,1,1,0,0.73,0.59,0.26,0.28,0.59,0.39,0,0.37,0.40,1,0.96,0.27,0.72,0.07,0.22,0.77,0.74,0.86,0.10,0
250,1,1,0,0.19,0.61,0.28,0.26,0.66,0.12,0,0.60,0.46,1,0.73,0.03,0.88,0.62,0.33,0.67,0.36,0.35,0.43,1
251,1,1,0,0.11,0.03,0.68,0.33,0.45,0.28,1,0.28,0.49,0,0.72,0.17,0.37,0.10,0.27,0.03,0.84,0.46,0.01,1
252,1,1,0,0.17,0.21,0.69,0.52,0.54,0.06,1,0.04,0.22,0,0.48,0.56,0.15,0.38,0.39,0.91,0.53,0.49,0.85,1
253,1,1,0,0.94,0.85,0.99,0.23,0.87,0.87,0,0.00,0.21,1,0.19,0.52,0.27,0.91,0.46,0.72,0.91,0.16,0.44,0
254,1,0,0,0.83,0.85,0.56,0.74,0.29,0.64,0,0.62,0.18,0,0.97,0.66,0.26,0.08,0.28,0.82,0.46,0.15,0.97,0
255,1,1,0,0.61,0.28,0.16,0.10,0.69,0.75,1,0.49,0.44,1,0.13,0.85,0.53,0.29,0.35,0.06,0.57,0.97,0.09,1
256,1,1,0,0.18,0.21,0.91,0.54,0.68,0.41,1,0.04,0.05,0,0.28,0.10,0.86,0.87,0.41,0.76,0.55,0.45,0.27,0
257,1,1,0,0.61,0.49,0.38,0.29,0.69,0.49,1,0.85,0.77,0,0.61,0.82,0.02,0.68,0.38,0.38,0.51,0.16,0.25,0
258,1,1,0,0.07,0.49,0.50,0.23,0.55,0.84,1,0.04,0.04,1,0.36,0.36,0.80,0.06,0.05,0.02,0.40,0.52,0.58,1
259,1,1,0,0.27,0.37,0.20,0.32,0.81,0.71,1,0.35,0.53,0,0.30,0.91,0.73,0.50,0.46,0.59,0.31,0.08,0.27,0
260,1,1,0,0.69,0.14,0.93,0.48,0.75,0.95,1,0.57,0.39,1,0.33,0.85,0.08,0.96,0.55,0.65,0.64,0.02,0.27,0
261,1,1,0,0.55,0.03,0.01,0.28,0.60,0.85,0,0.33,0.30,1,0.52,0.23,0.08,0.58,0.37,0.11,0.61,0.33,0.92,0
262,1,1,1,0.91,0.14,0.85,0.32,0.71,0.26,0,0.10,0.13,1,0.21,0.58,0.50,0.84,0.38,0.74,0.68,0.63,0.06,1
263,1,1,0,0.74,0.92,0.88,0.29,0.73,0.83,0,0.61,0.31,1,0.42,0.72,0.00,0.09,0.33,0.48,0.05,0.60,0.42,1
264,1,1,0,0.15,0.76,0.75,0.61,0.68,0.96,0,0.34,0.22,1,0.67,0.38,0.49,0.69,0.41,0.66,0.70,0.05,0.74,0
265,1,1,0,0.95,0.34,0.41,0.51,0.45,0.74,1,0.52,0.43,0,0.89,0.96,0.20,0.36,0.34,0.92,0.11,0.36,0.58,0
266,1,1,0,0.20,0.12,0.89,0.62,0.42,0.61,0,0.18,0.07,0,0.48,0.83,0.06,0.23,0.49,0.49,0.80,0.67,0.55,0
267,1,1,0,0.23,0.30,0.05,0.17,0.55,0.58,1,0.24,0.10,0,0.10,0.20,0.60,0.97,0.33,0.47,0.44,0.74,0.32,0
268,1,1,0,0.64,0.18,0.72,0.34,0.67,0.02,1,0.18,0.47,0,0.28,0.24,0.22,0.56,0.59,0.01,0.58,0.62,0.69,1
269,1,1,0,1.00,0.38,0.86,0.85,0.53,0.11,0,0.93,0.48,0,0.50,0.94,0.27,0.45,0.23,0.87,0.23,0.41,0.20,0
270,1,1,0,0.92,0.22,0.61,0.24,0.82,0.54,0,0.69,0.59,1,0.03,0.54,0.53,0.87,0.70,0.92,0.72,0.14,0.65,1
271,1,1,0,0.04,0.84,0.05,0.13,0.66,0.77,1,0.42,0.64,0,0.40,0.41,0.64,0.96,0.48,0.94,0.87,0.21,0.73,1
272,1,1,0,0.93,0.41,0.22,0.15,0.58,0.27,1,0.79,0.25,1,0.94,0.92,0.85,0.41,0.32,0.69,0.61,0.50,0.93,1
273,1,1,1,0.99,0.94,0.96,0.22,0.48,0.28,1,0.19,0.19,0,0.35,0.37,1.00,0.09,0.06,0.56,0.18,0.50,0.31,1
274,1,1,0,0.28,0.43,0.03,0.02,0.92,0.62,1,0.88,0.53,1,0.90,0.81,0.42,0.74,0.21,0.17,0.59,0.40,0.20,1
275,1,1,1,0.08,0.51,0.68,0.41,0.31,0.09,1,0.71,0.58,1,0.49,0.34,0.47,0.16,0.43,0.67,0.31,0.98,0.43,1
276,1,0,0,0.24,0.41,0.27,0.50,0.46,0.55,1,0.32,0.10,0,0.12,0.45,0.52,0.39,0.19,0.17,0.29,0.95,0.04,0
277,1,1,1,0.67,0.44,0.75,0.23,0.65,0.30,0,0.88,0.61,0,0.80,0.53,0.18,0.49,0.65,0.96,0.91,0.56,0.48,1
278,1,1,0,0.22,0.91,0.51,0.11,0.83,0.78,1,0.46,0.20,1,0.37,0.79,0.97,0.12,0.28,0.94,0.98,0.83,0.42,1
279,1,0,0,0.55,0.01,0.28,0.13,0.66,0.45,0,0.70,0.30,1,0.23,0.40,0.80,0.45,0.56,0.00,0.67,0.36,0.60,1
280,1,1,0,0.76,0.37,0.83,0.08,0.66,0.58,0,0.08,0.45,1,0.70,0.96,0.39,0.41,0.51,0.75,0.39,0.85,0.77,0
281,1,1,0,0.60,0.26,0.21,0.28,0.60,0.26,1,0.85,0.20,0,0.44,0.75,0.24,0.63,0.51,0.53,0.79,0.22,0.91,0
282,1,1,0,0.79,0.70,0.25,0.22,0.75,0.40,0,0.24,0.34,1,0.66,0.62,0.24,0.06,0.30,0.22,0.10,0.35,0.74,0
283,1,1,0,0.84,0.47,0.93,0.16,0.55,0.28,1,0.76,0.43,0,0.68,0.93,0.06,0.65,0.44,0.27,0.40,0.49,0.14,0
284,1,1,0,0.08,0.61,0.40,0.67,0.27,0.47,1,0.19,0.37,1,0.01,0.96,0.97,0.40,0.45,0.50,0.37,0.20,0.16,1
285,1,0,0,0.78,0.52,0.98,0.20,0.75,0.60,0,0.35,0.43,1,0.10,0.45,0.60,0.42,0.35,0.24,0.61,0.43,0.30,0
286,1,1,0,0.15,0.65,0.51,0.54,0.45,0.00,0,0.52,0.50,0,0.85,0.54,0.41,0.25,0.32,0.24,0.89,0.78,0.85,0
287,1,1,1,0.33,0.97,0.98,0.36,0.63,0.27,1,0.74,0.54,0,0.34,0.68,0.40,0.37,0.10,0.94,0.13,0.98,0.73,0
288,1,1,0,0.94,0.03,0.51,0.30,0.53,0.32,0,0.76,0.16,1,0.27,0.56,0.54,0.33,0.09,0.86,0.73,0.69,0.99,0
289,1,1,1,0.98,0.83,0.88,0.40,0.77,0.25,1,0.84,0.47,1,0.68,0.05,0.16,0.15,0.04,0.12,0.31,0.30,0.43,0
290,1,0,0,0.79,0.78,0.79,0.57,0.40,0.08,0,0.36,0.44,0,0.10,0.82,0.02,0.62,0.66,0.07,0.42,0.84,0.31,1
291,1,1,0,0.71,0.09,0.84,0.45,0.62,0.96,1,0.03,0.08,0,0.96,0.08,0.94,0.72,0.36,0.72,0.35,0.82,0.57,1
292,1,1,0,0.63,0.34,0.21,0.23,0.79,0.74,0,0.19,0.33,1,0.39,0.46,0.01,0.49,0.17,0.36,0.43,0.95,0.65,1
293,1,1,0,0.40,0.45,0.18,0.52,0.31,0.74,1,0.03,0.02,1,0.72,0.96,0.74,0.20,0.44,0.51,0.71,0.64,0.20,0
294,1,1,1,0.59,0.00,0.21,0.47,0.33,0.22,1,0.76,0.58,1,0.03,0.91,0.58,0.17,0.39,0.48,0.62,0.27,0.60,0
295,1,1,0,0.31,0.66,0.93,0.62,0.46,0.49,1,0.82,0.26,0,0.58,0.38,0.89,0.65,0.06,0.02,0.81,0.06,0.08,1
296,1,1,0,0.72,0.27,0.81,0.34,0.37,0.50,0,0.82,0.53,1,0.73,0.73,0.97,0.70,0.33,0.60,0.55,0.30,0.66,1
297,1,1,0,0.97,0.39,0.37,0.09,0.67,0.15,0,0.75,0.35,0,0.77,0.17,0.66,0.04,0.15,0.00,0.30,0.31,0.62,1
298,1,1,0,0.03,0.97,0.34,0.14,0.53,0.31,1,0.52,0.18,1,0.18,0.14,0.71,0.10,0.09,0.32,0.84,0.84,0.36,0
299,1,0,0,0.82,0.69,0.25,0.26,0.55,0.14,0,1.00,0.46,0,0.39,0.97,0.42,0.89,0.87,0.58,0.02,0.68,0.78,0
300,1,0,1,0.21,0.05,0.38,0.33,0.48,0.60,1,0.43,0.47,0,0.17,0.62,0.21,0.67,0.78,0.63,0.60,0.85,0.08,1
301,1,1,0,0.34,0.24,0.77,0.59,0.67,0.58,1,0.43,0.25,0,0.72,0.39,0.27,0.88,0.64,0.34,0.26,0.99,0.82,0
302,1,1,0,0.97,0.05,0.38,0.35,0.51,0.86,1,0.30,0.47,0,0.18,0.46,0.05,0.28,0.27,0.67,0.74,0.65,0.46,1
303,1,1,0,0.25,0.52,0.32,0.35,0.59,0.59,0,0.61,0.31,1,0.41,0.59,0.89,0.97,0.68,0.67,0.51,0.31,0.26,0
304,1,1,0,0.90,0.72,0.01,0.21,0.71,0.39,1,0.08,0.20,0,0.16,0.57,0.02,0.45,0.32,0.00,0.36,0.59,0.51,0
305,1,1,0,0.07,0.72,0.10,0.26,0.82,0.09,0,0.69,0.27,1,0.03,0.38,0.81,0.43,0.49,0.94,0.74,0.71,0.23,1
306,1,0,0,0.20,0.77,0.71,0.32,0.61,0.21,1,0.14,0.12,1,0.41,0.86,0.09,0.72,0.21,0.18,0.72,0.30,0.14,0
307,1,1,0,0.38,0.44,0.86,0.81,0.40,0.80,1,0.76,0.35,0,0.39,0.88,0.12,0.79,0.62,0.82,0.51,0.01,0.56,0
308,1,1,0,0.56,0.51,0.36,0.21,0.46,0.64,1,0.27,0.46,0,0.24,0.29,0.01,0.65,0.50,0.52,0.11,0.45,0.96,0
309,1,1,1,0.74,0.66,0.42,0.38,0.71,0.88,1,0.08,0.04,0,0.71,0.86,0.46,0.74,0.65,0.63,0.33,0.85,0.20,0
310,1,1,0,0.64,0.22,0.03,0.39,0.36,0.61,0,0.30,0.07,0,0.16,0.48,0.19,0.45,0.12,0.64,0.98,0.65,0.71,1
311,1,1,0,0.66,0.16,0.10,0.43,0.50,0.75,0,0.37,0.16,0,0.14,0.56,0.30,0.19,0.45,0.29,0.48,0.83,0.90,1
312,1,1,0,0.15,0.98,0.34,0.22,0.67,0.80,0,0.98,0.39,0,0.82,0.95,0.39,0.90,0.67,0.95,0.92,0.66,0.62,0
313,1,1,0,0.34,0.96,0.44,0.13,0.84,0.20,1,0.91,0.36,0,0.46,0.84,0.34,0.91,0.57,0.33,0.32,0.97,0.47,0
314,1,1,0,0.64,0.45,0.73,0.36,0.72,0.29,1,0.44,0.32,1,0.72,0.20,0.97,0.28,0.59,0.35,0.02,0.27,0.82,0
315,1,1,0,0.67,0.25,0.94,0.29,0.85,0.79,0,0.54,0.32,0,0.90,0.00,0.05,0.89,0.76,0.43,0.83,0.77,0.01,0
316,1,1,1,0.21,0.97,0.74,0.64,0.48,0.43,1,0.81,0.45,0,0.95,0.19,0.62,0.72,0.27,0.86,0.41,0.58,0.45,1
317,1,1,0,0.91,0.57,0.32,0.41,0.76,0.86,1,0.56,0.05,1,0.01,0.02,0.61,0.86,0.56,0.75,0.55,0.09,0.79,1
318,1,0,0,0.14,0.39,0.45,0.61,0.48,0.09,1,0.28,0.46,1,0.17,0.98,0.87,0.06,0.04,0.53,0.45,0.96,0.11,1
319,1,1,0,0.97,0.12,0.40,0.54,0.29,0.02,0,0.49,0.36,0,0.99,0.53,0.09,0.94,0.41,0.01,0.65,0.03,0.34,1
320,1,0,0,0.39,0.28,0.78,0.14,0.54,0.01,0,0.08,0.13,0,0.11,0.11,0.28,0.05,0.20,0.19,0.42,0.48,0.70,1
321,1,1,0,0.47,0.23,0.71,0.59,0.34,0.88,0,0.13,0.31,0,0.42,0.33,0.12,0.95,0.33,0.09,0.95,0.90,0.19,1
322,1,0,0,0.62,0.20,0.51,0.24,0.55,0.59,0,0.24,0.60,1,0.86,0.06,0.01,0.39,0.27,0.53,0.71,0.14,0.62,1
323,1,1,0,0.70,0.17,0.90,0.53,0.55,0.60,0,0.43,0.37,1,0.15,0.04,0.08,0.66,0.36,0.94,0.18,0.71,0.23,0
324,1,1,0,0.69,0.53,0.12,0.47,0.33,0.78,1,0.05,0.14,0,0.76,0.04,0.42,0.87,0.31,0.96,0.38,0.39,0.93,1
325,1,1,0,0.41,0.74,0.28,0.22,0.65,0.60,0,0.85,0.60,0,0.48,0.48,0.50,0.63,0.37,0.57,0.29,0.51,0.28,1
326,1,0,0,0.70,0.28,0.40,0.46,0.54,0.02,0,0.13,0.34,0,0.15,0.93,0.07,0.43,0.50,0.41,0.47,0.01,0.78,1
327,1,1,0,0.78,0.53,0.22,0.40,0.38,0.64,0,0.61,0.33,1,0.91,0.08,0.66,0.06,0.39,0.68,0.99,0.91,0.41,1
328,1,0,0,0.03,0.59,0.37,0.37,0.40,0.10,0,0.50,0.27,1,0.67,0.80,0.81,0.43,0.18,0.09,0.70,0.38,0.36,0
329,1,1,0,0.32,0.88,0.58,0.15,0.80,0.39,0,0.46,0.55,1,0.77,0.25,0.09,0.11,0.21,0.59,0.84,0.67,0.71,1
330,1,1,0,0.86,0.67,0.78,0.37,0.71,0.55,1,0.82,0.41,0,0.96,0.46,0.21,0.52,0.61,0.02,0.36,0.64,0.50,0
331,1,1,0,0.19,0.98,0.43,0.56,0.33,0.72,1,0.68,0.48,0,0.17,0.39,0.99,0.13,0.54,0.34,0.19,0.96,0.04,1
332,1,1,0,0.69,0.12,0.59,0.28,0.71,0.67,1,0.24,0.25,0,0.24,0.17,0.47,0.43,0.24,0.22,0.47,0.29,0.41,1
333,1,1,0,0.71,0.62,0.93,0.66,0.29,0.45,1,0.87,0.18,1,0.12,0.38,0.72,0.20,0.40,0.60,0.01,0.92,0.69,1
334,1,1,0,0.13,0.09,0.29,0.24,0.79,0.51,1,0.77,0.73,1,0.04,0.39,0.97,0.28,0.27,0.69,0.33,0.67,0.47,0
335,1,1,0,0.29,0.07,0.54,0.63,0.39,0.45,0,0.77,0.28,0,0.53,0.72,0.06,0.86,0.44,0.84,0.87,0.31,0.47,1
336,1,1,1,0.05,0.16,0.33,0.41,0.50,0.80,1,0.67,0.56,1,0.64,0.43,0.28,0.32,0.57,0.36,0.45,0.20,0.23,1
